@RELATION music_speech
@ATTRIBUTE F1_MEAN NUMERIC
@ATTRIBUTE F2_MEAN NUMERIC
@ATTRIBUTE F3_MEAN NUMERIC
@ATTRIBUTE F4_MEAN NUMERIC
@ATTRIBUTE F5_MEAN NUMERIC
@ATTRIBUTE F6_MEAN NUMERIC
@ATTRIBUTE F7_MEAN NUMERIC
@ATTRIBUTE F8_MEAN NUMERIC
@ATTRIBUTE F9_MEAN NUMERIC
@ATTRIBUTE F10_MEAN NUMERIC
@ATTRIBUTE F11_MEAN NUMERIC
@ATTRIBUTE F12_MEAN NUMERIC
@ATTRIBUTE F13_MEAN NUMERIC
@ATTRIBUTE F14_MEAN NUMERIC
@ATTRIBUTE F15_MEAN NUMERIC
@ATTRIBUTE F16_MEAN NUMERIC
@ATTRIBUTE F17_MEAN NUMERIC
@ATTRIBUTE F18_MEAN NUMERIC
@ATTRIBUTE F19_MEAN NUMERIC
@ATTRIBUTE F20_MEAN NUMERIC
@ATTRIBUTE F21_MEAN NUMERIC
@ATTRIBUTE F22_MEAN NUMERIC
@ATTRIBUTE F23_MEAN NUMERIC
@ATTRIBUTE F24_MEAN NUMERIC
@ATTRIBUTE F25_MEAN NUMERIC
@ATTRIBUTE F26_MEAN NUMERIC
@ATTRIBUTE F1_STD NUMERIC
@ATTRIBUTE F2_STD NUMERIC
@ATTRIBUTE F3_STD NUMERIC
@ATTRIBUTE F4_STD NUMERIC
@ATTRIBUTE F5_STD NUMERIC
@ATTRIBUTE F6_STD NUMERIC
@ATTRIBUTE F7_STD NUMERIC
@ATTRIBUTE F8_STD NUMERIC
@ATTRIBUTE F9_STD NUMERIC
@ATTRIBUTE F10_STD NUMERIC
@ATTRIBUTE F11_STD NUMERIC
@ATTRIBUTE F12_STD NUMERIC
@ATTRIBUTE F13_STD NUMERIC
@ATTRIBUTE F14_STD NUMERIC
@ATTRIBUTE F15_STD NUMERIC
@ATTRIBUTE F16_STD NUMERIC
@ATTRIBUTE F17_STD NUMERIC
@ATTRIBUTE F18_STD NUMERIC
@ATTRIBUTE F19_STD NUMERIC
@ATTRIBUTE F20_STD NUMERIC
@ATTRIBUTE F21_STD NUMERIC
@ATTRIBUTE F22_STD NUMERIC
@ATTRIBUTE F23_STD NUMERIC
@ATTRIBUTE F24_STD NUMERIC
@ATTRIBUTE F25_STD NUMERIC
@ATTRIBUTE F26_STD NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
-7.375568,-8.489772,0.858923,-0.636088,0.860448,-1.261118,-1.676866,-0.096578,-2.003575,-0.331423,-0.116772,1.060615,-0.428744,0.356667,-0.191973,0.392630,-0.320646,-0.259007,-0.481884,0.124161,-0.426394,0.082240,-0.043247,0.006726,-0.065688,0.078440,23.111836,10.720041,4.020845,3.850903,3.645730,2.365780,2.711391,2.301231,1.997623,1.851694,1.586669,1.598130,1.167999,1.208938,1.369231,1.121927,1.028070,0.985966,0.848980,0.835274,0.788319,0.662518,0.682220,0.602252,0.597263,0.570476,speech
2.005503,-12.460372,-3.169942,2.724247,0.379486,-0.429554,-1.813885,-0.486901,0.221174,-0.895631,0.759622,0.169654,-1.039428,0.274564,-0.607949,-0.194368,-0.771607,-0.835789,-0.614763,-0.325718,-0.337589,-0.586363,-0.058150,-0.237917,-0.215945,0.073981,26.392697,9.759629,5.627428,5.034323,4.312464,3.083847,2.939215,2.738042,2.017937,2.190858,1.973885,1.616058,1.513476,1.501090,1.372472,1.190055,1.086945,0.903993,0.887562,0.862639,0.760156,0.858259,0.815786,0.825587,0.745465,0.587839,speech
-25.549196,-14.259174,-3.169168,3.293420,0.176945,-0.164180,-1.909836,-0.229868,0.227513,-0.636910,0.955689,-0.121549,-0.697601,0.261935,-0.676231,0.026316,-0.746201,-0.485624,-0.337953,-0.286311,-0.162375,-0.415476,0.023072,-0.203703,-0.238457,0.100508,25.773350,8.643680,5.375667,4.113129,4.256189,3.231237,3.167131,2.598377,2.111365,2.124621,1.873737,1.577115,1.492016,1.437371,1.257974,1.188920,1.235683,1.126098,1.126974,1.086744,1.037453,0.966670,0.852659,0.830773,0.760781,0.638938,speech
7.922690,-12.577229,-3.273068,-1.707015,1.213077,-0.755050,-2.209635,-0.565238,-0.158602,0.174446,0.257754,0.814082,0.230492,0.163745,0.745206,1.130357,0.025060,0.514021,0.343287,0.134565,0.283639,0.308090,-0.048735,0.145545,0.022961,-0.034638,15.840435,6.662558,4.823264,3.243797,3.008717,2.584539,3.024266,1.732830,1.597246,1.850796,1.408470,1.128192,1.129732,1.524764,1.047452,1.001539,0.876964,0.718140,0.666170,0.629112,0.588620,0.568876,0.509447,0.471455,0.452744,0.512246,speech
5.381179,-11.310550,-2.321810,1.456693,1.355241,-0.685166,-0.473718,-0.832741,-2.241360,-0.445374,0.349961,-0.068851,-0.219879,-0.190089,-0.279271,0.370937,-0.210926,-0.316698,-0.302661,0.008383,-0.264496,-0.008689,-0.018117,0.002239,-0.104143,-0.116967,17.203827,7.700896,3.872830,3.504326,2.709695,2.896530,1.938636,1.996337,2.090649,1.461418,1.564293,1.231771,1.054232,1.094042,1.020292,0.838798,0.845212,0.806108,0.709866,0.698310,0.689217,0.597850,0.544467,0.541867,0.464380,0.420518,speech
9.726632,-13.373226,-2.644442,-2.506667,-1.294551,-0.557586,-3.738472,-0.673112,-1.188921,0.299232,-0.404166,-0.126202,-0.117743,0.284011,-0.778240,1.057059,0.101710,-0.363767,0.043738,0.197523,-0.581357,0.080335,-0.124231,-0.252477,-0.187493,0.151791,14.912659,7.023550,3.527350,3.416840,2.791358,2.013716,2.455280,1.653694,1.340761,1.412256,1.395738,1.071418,0.956863,1.123917,1.375121,0.884963,0.816605,0.851169,0.688842,0.655983,0.649979,0.587707,0.506409,0.515591,0.459210,0.405158,speech
0.880662,-12.339022,0.019657,-0.448873,0.204933,-0.234550,-1.004598,0.201321,0.585384,0.881996,0.203126,1.050162,0.356307,0.846647,0.475548,1.487922,0.394500,0.286929,0.340617,0.289232,-0.121076,0.183722,0.148845,-0.042193,-0.146581,0.002357,12.429960,4.607649,3.030907,2.805604,2.330563,2.423557,2.093426,1.485426,1.189904,1.318319,1.267084,1.028587,1.050360,1.008333,1.169218,0.856977,0.798069,0.877206,0.657670,0.626405,0.562574,0.527841,0.485644,0.432626,0.433016,0.392568,speech
4.262367,-11.969990,-1.867628,-3.138528,-0.885014,-1.687904,-2.075454,-0.341145,-0.707406,0.825752,-0.836983,-0.141236,0.527975,-0.305897,0.445348,0.960371,-0.430462,0.120733,0.077877,0.113573,0.058302,0.338226,-0.117304,0.194625,0.237758,0.037682,13.385372,4.409928,3.358191,2.110584,2.039563,2.443562,2.082597,1.412752,1.411808,1.686978,1.262391,0.858071,1.119639,1.277150,0.823326,0.682369,0.929811,0.685299,0.552933,0.554709,0.517976,0.477017,0.483805,0.441623,0.576342,0.420218,speech
-0.235304,-7.065907,-8.419914,-0.950374,1.643575,-1.308070,-1.516870,0.434681,-0.594334,-0.196458,0.279037,0.578998,0.133540,-0.039345,-0.354445,0.461527,-0.100948,-0.666826,0.044164,0.456603,-0.068237,0.231742,0.286022,-0.054053,0.045541,0.008337,24.054358,7.885301,6.350176,4.716206,3.788054,3.405769,3.310283,2.225846,2.144530,2.046857,1.777214,1.789183,1.452006,1.303911,1.438368,1.180713,1.167803,1.152147,1.101638,1.047422,1.160767,1.064557,1.087887,0.985632,0.942346,0.781455,speech
-11.090274,-4.590306,0.659873,1.365410,1.605683,-1.991056,0.764111,0.282586,-0.467313,0.862888,-0.617018,0.619885,-0.686006,-0.009175,0.256789,0.814475,-0.846077,-0.056597,-0.136891,-0.295333,-0.424685,0.019514,-0.311535,-0.235012,-0.345713,-0.004106,14.608015,9.021351,3.457306,3.448470,3.222254,2.716739,2.114727,1.726505,1.567427,1.643095,1.482829,1.310844,1.316393,1.290626,1.213444,1.023764,0.997335,0.759399,0.763556,0.665291,0.574562,0.612801,0.505357,0.558625,0.478893,0.458897,speech
8.306410,-13.016475,-2.347916,-2.088202,-0.566508,-1.851858,-2.044171,-0.831605,-0.993161,0.241871,-1.219196,0.200931,0.844669,-0.347260,0.548745,1.180884,-0.215523,-0.043733,0.227615,-0.050585,-0.061560,0.310253,0.042341,0.341913,-0.086254,0.235927,15.752541,5.802204,3.766942,2.315142,2.692947,2.693365,2.212465,1.985760,1.557702,1.692815,1.245495,0.959471,1.265686,1.436398,0.960467,0.800266,0.819870,0.858131,0.682246,0.593046,0.575023,0.452073,0.512230,0.506903,0.448018,0.440050,speech
-3.747106,-15.014442,-2.678376,2.471158,0.099655,-1.506385,-1.130792,-1.235515,-0.339933,-0.415461,-0.717649,0.245060,-1.314194,-0.710579,-0.567592,-0.538585,-0.860285,-0.358731,-0.009243,0.005824,-0.166499,0.260583,0.158659,0.001930,0.381435,0.029320,25.543480,8.361157,5.813964,3.923968,3.957909,3.974925,2.668699,3.183756,2.171748,2.057348,2.208197,1.400824,1.750748,1.843911,1.312490,1.417676,1.313723,1.384045,1.241580,1.183778,1.059731,1.093407,1.082102,1.031474,1.047230,0.703301,speech
15.253260,-15.838420,-3.287277,-4.057509,-2.212117,-3.050904,-2.313317,-0.706033,-1.593170,0.141845,-1.014867,-0.249417,-1.297708,-0.427360,-0.125441,0.264234,-0.146241,0.017233,-0.031857,0.024658,0.182688,0.268386,-0.378430,-0.012584,-0.001329,-0.038159,18.254405,8.044583,5.757006,4.016280,3.698280,3.486497,2.829126,1.982347,1.952317,1.685158,1.424580,1.391271,1.478648,1.305456,1.239008,1.251035,1.245647,1.168911,1.060299,1.143301,1.048763,0.902663,0.943447,1.009780,0.912394,0.643722,speech
8.684109,-6.256293,-1.928153,0.695922,1.524150,-2.780583,-1.754762,-1.342600,-1.568841,-0.328658,0.180179,0.372949,-0.417949,0.301035,-0.183913,0.476176,-0.360108,-0.678718,-0.411949,0.066242,-0.358256,-0.102657,0.006130,-0.038819,-0.111744,0.000103,22.715989,10.156128,4.497582,3.473949,3.427903,2.934158,2.415409,1.929732,1.935792,1.880890,1.556831,1.214448,1.234336,1.398445,1.095667,0.989637,1.069456,0.919095,0.785307,0.752350,0.670998,0.583513,0.574076,0.530433,0.505843,0.528597,speech
0.878557,-14.501643,-1.296079,-2.189105,-0.913132,-0.163479,-2.740389,-0.547144,-1.141661,0.198148,-0.817031,-0.328528,-0.071662,0.046213,-0.053216,1.346179,-0.135024,0.152023,0.656135,0.039467,-0.176685,0.444475,0.124586,0.127425,-0.157689,0.142172,14.148014,4.948383,2.735480,2.459538,2.176426,1.745471,2.285422,1.410051,1.262988,1.296826,1.392689,0.840713,1.014568,0.937904,1.310100,0.825897,0.831017,0.999094,0.671786,0.514860,0.480802,0.479281,0.393377,0.409385,0.376031,0.378465,speech
11.921172,-14.357918,-2.155568,0.299662,-1.396589,-1.322496,-3.332242,0.239758,-1.382886,0.116823,-0.209134,-0.441893,0.668722,-0.030793,0.544796,1.053461,-0.159730,-0.124063,-0.646634,0.326510,-0.249008,-0.138803,0.092896,0.007581,-0.099825,0.232362,15.722113,7.482217,3.382226,3.238353,3.000984,2.751749,2.661856,1.909722,1.568242,1.687279,1.435500,1.237243,1.184581,1.082670,1.034953,1.051237,0.865588,0.782930,0.783466,0.721018,0.639799,0.611677,0.572248,0.518524,0.503968,0.522093,speech
30.699051,-13.628946,-4.089568,1.556130,-0.303698,-0.083413,-1.328151,0.354378,-0.668611,0.583699,-0.378434,0.755031,-0.468832,-0.237220,-0.764991,0.400554,-0.508336,-0.796565,-0.476945,-0.201007,-0.720934,-0.467809,-0.161939,-0.029995,-0.135283,0.067196,11.333149,8.508721,4.230366,3.717243,3.304512,2.473594,2.180701,2.027829,1.794594,1.518836,1.486151,1.178522,1.077550,1.190862,1.077626,1.045832,0.862970,0.913785,0.736957,0.725638,0.691031,0.661722,0.601505,0.616982,0.494919,0.491018,speech
0.187543,-10.765153,-6.602494,2.422881,2.870653,-1.044485,-2.044269,0.404233,-1.607081,-0.000778,0.491446,0.415910,-0.633350,0.463443,-0.171761,-0.072049,-0.054409,-0.357854,-0.423020,0.102350,-0.111117,-0.261361,-0.011548,0.102811,-0.078860,-0.118864,20.837379,8.733555,4.928598,3.804006,4.089812,3.453444,2.950097,2.507834,2.231734,1.867494,1.800653,1.545345,1.158244,1.425279,1.304873,1.069210,1.001392,1.106047,0.906575,0.859408,0.791196,0.793433,0.698268,0.613210,0.623328,0.619621,speech
21.229538,-9.658360,-5.981873,1.597547,0.052620,-1.983321,-1.847030,-0.514516,-0.520082,-0.517767,-0.452383,-0.459954,-1.044952,-0.029428,-0.380842,-0.009825,-0.324917,-0.019395,-0.036373,0.165094,0.139438,0.179918,0.016909,-0.031044,-0.018503,0.005414,21.971934,8.052218,6.080809,4.786571,3.679430,3.222717,2.823151,3.164954,1.988036,2.022214,1.864655,1.531681,1.569998,1.481001,1.519761,1.416478,1.464346,1.355469,1.420479,1.389604,1.216532,1.071326,1.010047,1.030949,1.029227,0.783967,speech
-19.619676,-7.345426,-6.053406,0.430666,2.765800,-2.025847,-2.637677,0.917963,-0.300023,-0.141193,1.142999,0.266482,-0.488399,0.705164,0.128376,0.091957,-0.095711,-0.188199,-0.333816,0.056138,-0.109928,-0.400358,0.050216,-0.093425,-0.234191,0.089893,24.793361,8.972822,6.950702,4.146645,3.782575,3.629957,3.039005,2.164312,2.115497,1.769756,1.614811,1.592624,1.453024,1.723918,1.429884,1.203935,1.293220,1.177261,1.277022,1.166531,1.011245,1.053169,0.854166,0.805151,0.802217,0.642788,speech
-27.654216,-3.387499,1.624018,1.341827,1.149194,-0.520743,-0.850327,-0.493806,-1.272619,-0.116246,-0.772762,-0.243612,-0.890064,0.053691,-0.121867,-0.868507,-0.336078,-0.456008,-0.347487,-0.488601,-0.186020,-0.272222,-0.256376,-0.201163,-0.274339,-0.189494,24.673849,5.030997,3.260685,2.743416,2.166746,2.524807,2.094238,1.956433,1.651172,1.533946,1.237031,1.303295,1.071645,1.020034,0.870065,1.154620,0.950616,0.746879,0.839674,0.741286,0.721147,0.707908,0.725889,0.659995,0.643727,0.475535,speech
12.784879,-1.745766,-10.232322,-1.591815,2.700968,-2.339382,-2.429052,1.344338,-0.879496,0.033897,0.927187,-0.506584,-0.194583,0.920135,-0.308457,0.194597,0.582733,-0.283215,-0.212942,0.494265,-0.260635,-0.356834,0.298146,-0.107098,-0.292033,0.272320,22.244147,5.798690,5.246797,2.732498,3.456250,3.061520,2.861813,2.025182,1.919256,1.892897,1.596690,1.283658,1.181413,1.170779,1.081578,0.968763,0.947767,0.814635,0.830903,0.811152,0.711835,0.576856,0.587775,0.612487,0.533800,0.508509,speech
15.331290,-14.074739,-10.329238,-2.537208,-0.931213,-3.006269,-3.899464,-1.162793,-1.032872,0.527612,-0.384774,1.099016,1.371197,0.299631,0.912240,0.831799,0.121190,-0.490170,-0.003611,0.134505,0.009275,0.132329,-0.279954,0.235113,-0.015460,0.280486,8.691496,3.686225,2.599004,2.152823,2.172847,2.591480,2.163452,1.424669,1.180137,1.184932,1.095454,1.040626,1.084668,0.864694,1.008010,0.834624,0.730106,0.785335,0.663778,0.639688,0.600744,0.529365,0.501521,0.476153,0.440095,0.480736,speech
11.013539,-13.528786,-8.634138,-2.514465,-1.522196,-2.144136,-3.262991,-1.779092,-0.776868,0.899019,-0.912789,0.980142,1.203815,0.444440,1.376144,1.350484,0.143594,-0.243711,-0.046025,-0.032772,-0.119070,0.022684,-0.246968,-0.027516,-0.125115,0.272056,8.935608,3.795778,2.966710,2.357192,2.002478,2.957826,2.410983,1.550240,1.291580,1.296021,1.105490,1.160748,1.150071,1.001981,0.928160,0.883150,0.747424,0.837182,0.653941,0.698820,0.680770,0.610689,0.576921,0.616081,0.573056,0.496955,speech
14.039423,-12.861194,-10.380296,-1.683249,-0.923856,-3.996940,-2.798090,-1.206254,-1.078516,1.337945,0.559218,1.236778,1.285430,0.930032,1.483656,1.342952,0.323649,-0.223627,0.295129,0.347975,-0.387380,0.183512,0.052565,0.504169,0.098174,0.053167,6.743176,2.779627,2.703470,2.223276,1.774184,2.015563,1.572050,1.364056,1.597044,1.160937,1.104690,1.034086,1.085511,1.054811,0.995320,0.943679,0.990384,0.728889,0.786882,0.672509,0.621795,0.599205,0.527738,0.519334,0.497639,0.470401,speech
11.970513,-6.896856,-8.150546,0.839201,1.625770,-3.081662,-2.305594,1.003422,-0.668543,-0.486353,0.156890,-0.597661,-0.742617,0.549168,-0.293190,-0.337077,-0.249681,-0.598431,-0.367257,0.082889,-0.219632,-0.345341,0.022214,-0.131908,-0.180172,0.136941,20.764602,7.968135,5.418147,3.811187,3.985251,3.613964,2.766534,2.836684,2.051746,1.992178,1.845929,1.615290,1.440120,1.446741,1.305602,1.077768,1.161059,1.156467,1.071873,1.012912,1.010038,1.009343,0.952272,0.986497,0.875875,0.702178,speech
12.050145,-14.202623,-4.227061,-1.491190,-3.636677,-3.225319,-2.683518,-1.855868,-0.198133,-0.550615,-0.723999,0.444564,-1.037542,-0.784241,0.039552,-0.218955,-0.550373,-0.184735,-0.164014,0.079707,-0.209372,0.297246,-0.217946,-0.231769,-0.106177,0.121797,13.617001,6.864303,4.838530,3.498774,3.508614,2.878202,2.535987,1.836000,1.755833,1.466978,1.522324,1.394020,1.400890,1.165246,1.121976,1.164109,1.005858,1.042148,1.015318,0.980754,0.979427,0.969441,0.983741,0.929379,0.925118,0.697407,speech
7.459971,-14.236264,-1.317028,-1.443287,-2.757708,-1.690166,-2.714807,-0.376977,0.357762,1.236328,-1.233324,1.224564,-0.341982,0.070958,0.812865,-0.272623,-0.200573,0.626185,-0.203027,0.065052,0.187700,-0.021916,-0.254034,-0.042674,-0.074274,0.075326,12.387718,6.237970,3.761850,2.644165,2.413108,3.155495,2.095185,1.638109,1.391684,1.595331,1.216084,1.240942,1.340667,1.282613,0.939274,1.293761,0.814132,0.814177,0.808609,0.661046,0.664573,0.652456,0.597881,0.568822,0.565048,0.469891,speech
-17.692923,-12.560690,-3.272567,2.950636,0.924593,-0.341809,-0.788807,-0.573773,1.009609,-0.003932,1.058483,0.166063,-0.448333,0.351598,-0.792164,0.170967,-0.591860,-0.891979,-0.380777,-0.348019,-0.337896,-0.440363,-0.032823,-0.047041,-0.293141,0.153071,24.393604,9.475905,5.361373,3.901937,4.233340,2.979072,2.846476,2.467243,2.029096,1.816360,1.733585,1.489098,1.443721,1.258582,1.305114,1.108036,1.035238,0.988997,0.892036,0.865265,0.861137,0.775728,0.729619,0.721898,0.667152,0.612645,speech
10.187143,-9.068651,-5.514298,1.815133,1.847267,-1.553901,-0.752037,0.346208,0.210972,0.156596,0.541511,0.018100,-0.150839,0.480905,-0.288803,0.333270,-0.357024,-0.424057,0.075887,-0.106589,-0.417446,-0.137908,0.009717,-0.247747,-0.093599,-0.013755,21.104230,8.929538,5.785684,4.571545,3.779170,3.291589,2.747651,3.505639,2.001667,1.845854,2.101694,1.493469,1.424488,1.544635,1.517035,1.086856,1.267863,1.208199,0.979509,0.940933,0.895827,0.864147,0.860229,0.815856,0.732257,0.577439,speech
10.828216,-5.199102,-7.771551,-0.794666,2.214643,-0.970121,-1.979898,-0.549461,-0.578884,0.475726,0.909074,0.057902,-0.256333,0.752009,0.130646,0.474803,0.066937,-0.237582,0.054704,0.110120,-0.027936,-0.004308,0.067829,-0.010041,-0.097355,-0.068633,22.836012,7.580716,5.817763,4.861159,3.863694,2.932327,2.985298,2.503717,1.965941,1.996194,1.776211,1.564592,1.412553,1.400198,1.395693,1.181373,1.182538,1.237305,1.108903,1.139529,0.969217,0.808192,0.752453,0.658400,0.663840,0.561610,speech
4.968459,-13.507052,-4.960188,2.979060,0.730377,-0.273664,-1.488713,-0.653353,0.005073,0.049829,-0.010607,-0.053934,-0.305850,-0.012214,-0.369196,0.622353,-0.600125,-1.022999,-0.203732,-0.363976,-0.508901,-0.294035,-0.084853,-0.118661,-0.025767,-0.109306,24.002271,8.411024,5.610213,3.795130,3.262686,3.144815,3.007982,2.784141,2.150822,2.245440,1.788262,1.514966,1.704646,1.786468,1.621221,1.717117,1.448991,1.180131,1.115054,1.222987,1.204613,0.931771,0.905471,0.761512,0.768315,0.686032,speech
6.084314,-2.399011,-9.051360,-1.549199,2.054435,-2.942444,-2.832599,1.286979,-0.838253,-0.555437,0.238814,-1.253729,-1.347841,0.154702,-0.909595,-0.709568,-0.378626,-0.743626,-0.691173,0.038156,-0.172207,-0.295506,0.116148,0.001315,-0.148774,0.168588,18.884917,6.276598,5.063317,3.457195,3.448547,3.029761,2.466072,2.195378,1.853550,1.532850,1.368307,1.413927,1.262383,1.286752,1.061236,1.094938,1.024635,0.842742,0.979875,0.905967,0.807223,0.860203,0.880146,0.935102,0.882263,0.637156,speech
27.075124,-5.092272,-7.648916,1.282095,2.866939,-3.475449,-2.351134,1.253129,-0.508887,-0.464686,0.419527,-0.112531,-0.226972,0.731893,-0.484396,-0.016666,0.118551,-0.568057,-0.631345,0.110565,-0.339210,-0.440612,0.011820,-0.187175,-0.261792,0.154149,19.991406,8.649552,5.523850,4.715937,5.364767,3.005095,2.658076,2.912004,2.193437,1.744546,1.855978,1.555112,1.307842,1.451247,1.093368,1.046561,1.249554,1.024357,1.016071,0.860482,0.799109,0.849069,0.822617,0.678675,0.751972,0.567435,speech
9.272237,-8.624355,-6.788989,1.355858,1.788437,-2.223942,-1.809436,0.499549,-0.756949,-0.475050,-0.194803,-0.403945,-0.475907,-0.085092,-0.777135,0.137830,-0.397013,-1.015095,-0.515379,-0.122247,-0.538164,-0.363820,-0.018172,-0.176822,-0.147792,-0.056234,23.543897,8.747591,6.532542,3.679037,3.993363,3.568222,2.809647,2.749352,2.324137,1.839305,1.950280,1.793769,1.274962,1.451378,1.434368,1.152801,1.145378,1.115264,0.954433,0.898267,0.960870,0.766082,0.787389,0.780272,0.664489,0.607793,speech
17.796511,-11.539897,-5.503371,-1.719551,-1.318331,-4.117494,-1.458651,-1.222664,-1.095223,1.404087,-0.310932,-0.426811,0.411993,-0.158916,-0.661090,0.964040,-0.549232,-0.290447,0.132983,0.235543,-0.312196,0.270200,0.070149,-0.079594,0.005808,0.113961,17.590925,7.647954,5.304827,2.819191,2.697045,3.428885,1.884714,2.142051,1.753969,2.087166,1.408452,1.355158,1.177970,1.902924,1.423371,0.975540,0.993972,0.850434,0.670210,0.658317,0.590623,0.558232,0.542317,0.501600,0.454143,0.425738,speech
5.021832,-7.332772,1.678614,-0.499544,0.503938,-1.357049,-1.809475,0.164627,-2.001332,-0.666090,-0.080316,0.912785,-0.019061,0.410631,-0.225668,0.497738,-0.640384,-0.070253,-0.269122,0.043616,-0.248883,0.194399,-0.032965,0.160719,-0.018845,0.186062,21.211840,11.040247,4.238552,3.970977,3.756654,2.466376,2.768784,2.079481,1.900913,1.964431,1.493618,1.503130,1.137821,1.217991,1.245998,1.146808,1.114270,0.947462,0.793780,0.814537,0.669951,0.666732,0.568628,0.559090,0.572809,0.523081,speech
6.963119,-5.563250,-7.380726,0.059102,2.745384,-3.418705,-2.471641,1.150590,-0.614207,-0.372258,0.852489,0.354715,-0.049795,0.916663,0.054993,0.176194,0.185881,-0.416749,-0.179961,0.517828,0.074068,-0.090837,0.367396,0.117969,-0.207980,0.147197,21.634597,6.720717,6.056411,4.214165,3.146101,3.736459,3.099380,2.177729,2.112178,2.028168,1.563278,1.550344,1.397278,1.539934,1.483221,1.236561,1.294789,1.369031,1.093383,1.265277,1.169778,0.962224,0.994442,0.940158,0.923194,0.745080,speech
-1.934933,-2.616714,-9.645358,-1.912743,2.782787,-3.834767,-3.103688,1.758535,-0.795490,-0.657023,0.655416,-0.769830,-1.075524,0.812608,-0.121646,0.072493,0.726763,0.037169,-0.092029,1.018382,0.557541,0.159807,0.704806,0.420908,0.087586,0.439871,19.584280,5.217399,4.598257,3.328488,3.716568,3.013805,2.615302,1.916345,1.840719,1.756394,1.506616,1.365350,1.349576,1.334698,1.198491,1.337328,1.443751,1.350791,1.241511,1.251290,1.199946,1.094374,0.989620,1.076932,1.072340,0.769365,speech
12.565558,-5.662759,-8.731755,-0.753318,2.865805,-3.103147,-2.572476,0.707346,-0.739314,0.337594,0.884235,-1.001649,-0.322355,1.152290,-0.448358,0.123831,0.561431,-0.416733,-0.207324,0.708783,0.136882,-0.119092,0.465603,0.169723,-0.143604,0.309791,16.723238,6.923632,4.515834,4.070010,3.590851,3.103804,2.771100,2.506190,2.116132,2.003481,1.629087,1.449525,1.373904,1.467375,1.196969,1.117520,1.236344,1.230035,1.240803,1.365320,1.240489,1.028202,0.943490,1.011424,0.982049,0.750270,speech
1.689660,-8.671701,-0.718272,1.950106,1.620488,-1.740486,-0.931566,-0.319167,-1.419174,1.116576,-0.713831,-0.013195,-0.024039,0.080193,-0.097912,1.011037,-0.630839,-0.314061,-0.443275,0.030153,-0.226310,-0.379392,-0.133885,-0.190620,-0.135095,-0.090355,16.597704,10.796516,4.292054,3.684859,2.877881,2.334172,2.005032,1.937090,2.039633,1.630271,1.608781,1.325328,1.243452,1.311097,1.233468,1.052877,1.108806,0.896815,0.899417,0.775362,0.710799,0.622891,0.656070,0.564866,0.578962,0.493964,speech
7.730645,-5.545940,-7.153543,0.133036,2.108570,-2.710051,-2.823493,1.260712,-0.614011,-0.545614,0.719207,-0.069758,-0.604425,0.507107,-0.071383,-0.150429,-0.129771,-0.380120,-0.492810,0.079437,0.001405,-0.201929,0.195362,0.048301,-0.162410,0.087413,20.037914,8.109773,5.750477,4.059147,3.670284,4.013347,2.901373,2.473864,2.250966,2.006106,1.570928,1.511438,1.362668,1.358404,1.250850,1.216074,1.166631,1.043663,1.043661,1.203903,1.144002,1.064180,1.023918,0.933619,0.812487,0.625826,speech
